iter	Passed	Remaining
197	684	2772
198	686	2762
199	687	2751
200	689	2740
201	694	2743
202	697	2739
203	699	2730
204	701	2720
205	703	2711
206	705	2703
207	707	2695
208	709	2685
209	711	2677
210	713	2667
211	715	2657
212	716	2648
213	718	2639
214	720	2631
215	722	2623
216	724	2613
217	726	2604
218	727	2595
219	729	2585
220	731	2578
221	733	2570
222	735	2562
223	737	2556
224	739	2546
225	740	2537
226	743	2530
227	745	2523
228	746	2514
229	749	2507
230	750	2499
231	752	2491
232	754	2484
233	756	2476
234	758	2469
235	760	2461
236	762	2453
237	763	2445
238	765	2437
239	767	2429
240	768	2420
241	770	2414
242	773	2408
243	775	2401
244	776	2393
245	778	2386
246	780	2378
247	781	2370
248	783	2362
249	785	2356
250	786	2348
251	788	2340
252	790	2332
253	791	2325
254	793	2318
255	794	2310
256	796	2302
257	798	2295
258	799	2287
259	801	2280
260	802	2272
261	804	2265
262	805	2258
263	807	2251
264	809	2244
265	812	2243
266	815	2238
267	817	2232
268	819	2226
269	820	2219
270	822	2213
271	824	2206
272	826	2201
273	828	2195
274	830	2188
275	832	2182
276	834	2176
277	835	2170
278	838	2166
279	839	2159
280	841	2154
281	844	2149
282	845	2143
283	848	2138
284	850	2133
285	852	2127
286	854	2122
287	855	2115
288	857	2108
289	858	2102
290	860	2096
291	862	2090
292	863	2084
293	865	2078
294	867	2072
295	869	2068
296	871	2063
297	875	2061
298	878	2058
299	881	2057
300	883	2052
301	885	2046
302	887	2041
303	889	2035
304	891	2031
305	893	2025
306	894	2020
307	896	2014
308	898	2009
309	900	2005
310	902	1999
311	904	1994
312	906	1988
313	907	1983
314	909	1977
315	911	1972
316	913	1967
317	915	1964
318	917	1959
319	919	1954
320	921	1949
321	923	1943
322	924	1938
323	927	1934
324	928	1928
325	930	1923
326	932	1918
327	934	1914
328	936	1908
329	937	1903
330	939	1899
331	941	1894
332	943	1889
333	944	1883
334	946	1878
335	947	1873
336	950	1869
337	951	1863
338	953	1858
339	955	1854
340	956	1849
341	958	1844
342	961	1841
343	963	1836
344	965	1832
345	967	1828
346	968	1823
347	971	1819
348	972	1814
349	974	1809
350	976	1805
351	977	1800
352	980	1796
353	983	1794
354	986	1791
355	988	1787
356	990	1783
357	991	1778
358	994	1775
359	996	1770
360	997	1766
361	999	1761
362	1001	1756
363	1002	1752
364	1004	1747
365	1006	1743
366	1008	1738
367	1009	1734
368	1011	1729
369	1013	1724
370	1015	1721
371	1016	1716
372	1018	1712
373	1020	1708
374	1023	1705
375	1025	1701
376	1026	1696
377	1028	1692
378	1030	1688
379	1031	1683
380	1033	1678
381	1035	1674
382	1036	1670
383	1038	1665
384	1040	1661
385	1041	1657
386	1043	1652
387	1045	1648
388	1046	1643
389	1048	1639
390	1051	1637
391	1054	1634
392	1056	1631
393	1058	1627
394	1060	1623
395	1061	1619
396	1063	1615
397	1065	1610
398	1066	1606
399	1068	1602
400	1069	1598
401	1071	1594
402	1073	1590
403	1075	1586
404	1077	1582
405	1078	1578
406	1080	1574
407	1082	1570
408	1084	1567
409	1086	1563
410	1088	1560
411	1090	1556
412	1092	1552
413	1093	1548
414	1095	1544
415	1097	1540
416	1098	1536
417	1100	1531
418	1102	1528
419	1104	1525
420	1106	1521
421	1107	1517
422	1109	1512
423	1110	1508
424	1112	1504
425	1113	1500
426	1115	1496
427	1117	1493
428	1118	1489
429	1120	1485
430	1122	1481
431	1123	1477
432	1125	1473
433	1126	1469
434	1129	1466
435	1134	1467
436	1137	1465
437	1142	1466
438	1146	1465
439	1149	1463
440	1151	1460
441	1154	1457
442	1157	1454
443	1159	1451
444	1161	1448
445	1163	1445
446	1166	1443
447	1168	1439
448	1170	1436
449	1172	1432
450	1174	1429
451	1177	1427
452	1179	1424
453	1183	1422
454	1185	1420
455	1187	1416
456	1189	1413
457	1192	1411
458	1194	1408
459	1197	1405
460	1199	1402
461	1201	1399
462	1203	1396
463	1205	1392
464	1207	1389
465	1210	1387
466	1212	1383
467	1214	1380
468	1216	1377
469	1218	1373
470	1223	1374
471	1226	1372
472	1229	1370
473	1232	1367
474	1234	1364
475	1239	1364
476	1241	1361
477	1245	1359
478	1249	1358
479	1251	1355
480	1254	1353
481	1257	1351
482	1259	1348
483	1261	1344
484	1263	1341
485	1266	1339
486	1268	1336
487	1270	1333
488	1272	1330
489	1275	1327
490	1277	1324
491	1279	1320
492	1280	1317
493	1284	1316
494	1286	1312
495	1289	1310
496	1291	1307
497	1295	1305
498	1300	1305
499	1303	1303
500	1304	1299
501	1306	1296
502	1308	1292
503	1310	1289
504	1313	1287
505	1315	1284
506	1317	1281
507	1319	1277
508	1322	1275
509	1323	1271
510	1326	1269
511	1329	1267
512	1331	1264
513	1333	1261
514	1336	1258
515	1339	1256
516	1341	1253
517	1344	1250
518	1345	1247
519	1348	1245
520	1351	1242
521	1353	1239
522	1356	1237
523	1360	1235
524	1361	1232
525	1364	1229
526	1366	1226
527	1368	1223
528	1370	1220
529	1373	1217
530	1376	1215
531	1377	1212
532	1379	1208
533	1381	1205
534	1383	1202
535	1385	1199
536	1388	1197
537	1390	1193
538	1392	1190
539	1394	1188
540	1396	1184
541	1398	1181
542	1402	1180
543	1405	1177
544	1407	1174
545	1409	1171
546	1411	1169
547	1414	1166
548	1422	1168
549	1426	1167
550	1428	1163
551	1433	1163
552	1436	1160
553	1439	1159
554	1441	1155
555	1444	1153
556	1446	1150
557	1449	1148
558	1452	1145
559	1455	1143
560	1457	1140
561	1460	1137
562	1463	1135
563	1467	1134
564	1470	1132
565	1473	1129
566	1477	1128
567	1480	1126
568	1483	1123
569	1486	1121
570	1489	1119
571	1492	1116
572	1495	1114
573	1498	1111
574	1500	1108
575	1504	1107
576	1508	1106
577	1511	1103
578	1515	1102
579	1518	1099
580	1520	1096
581	1524	1094
582	1527	1092
583	1531	1091
584	1534	1088
585	1537	1085
586	1541	1084
587	1544	1082
588	1547	1079
589	1550	1077
590	1553	1075
591	1557	1073
592	1562	1072
593	1564	1069
594	1567	1066
595	1571	1065
596	1574	1062
597	1576	1059
598	1580	1057
599	1583	1055
600	1589	1055
601	1591	1052
602	1593	1049
603	1597	1047
604	1602	1045
605	1604	1043
606	1607	1040
607	1609	1037
608	1612	1035
609	1616	1033
610	1619	1030
611	1621	1027
612	1624	1025
613	1626	1022
614	1629	1019
615	1631	1017
616	1634	1014
617	1636	1011
618	1638	1008
619	1640	1005
620	1644	1003
621	1647	1001
622	1649	998
623	1652	995
624	1655	993
625	1658	990
626	1660	987
627	1663	985
628	1665	982
629	1667	979
630	1671	977
631	1674	974
632	1676	972
633	1680	969
634	1682	966
635	1684	964
636	1686	961
637	1690	958
638	1692	956
639	1695	953
640	1699	951
641	1702	949
642	1707	947
643	1709	944
644	1711	942
645	1714	939
646	1717	937
647	1720	934
648	1722	931
649	1725	928
650	1727	926
651	1729	923
652	1731	920
653	1734	917
654	1736	914
655	1740	912
656	1742	909
657	1744	906
658	1746	903
659	1748	900
660	1751	898
661	1753	895
662	1755	892
663	1757	889
664	1758	886
665	1761	883
666	1763	880
667	1767	878
668	1770	875
669	1772	872
670	1773	869
671	1776	866
672	1778	864
673	1781	861
674	1782	858
675	1785	855
676	1787	852
677	1789	849
678	1791	846
679	1793	844
680	1798	842
681	1801	840
682	1803	837
683	1808	835
684	1813	834
685	1820	833
686	1826	832
687	1828	829
688	1832	827
689	1837	825
690	1840	823
691	1842	820
692	1845	817
693	1847	814
694	1848	811
695	1851	808
696	1853	805
697	1857	803
698	1859	800
699	1862	798
700	1864	795
701	1867	792
702	1869	789
703	1872	787
704	1874	784
705	1876	781
706	1878	778
707	1881	776
708	1884	773
709	1886	770
710	1889	767
711	1892	765
712	1894	762
713	1896	759
714	1899	757
715	1901	754
716	1903	751
717	1906	748
718	1912	747
719	1918	746
720	1921	743
721	1925	741
722	1930	739
723	1936	738
724	1938	735
725	1940	732
726	1942	729
727	1945	726
728	1947	724
729	1949	721
730	1951	718
731	1954	715
732	1956	712
733	1963	711
734	1966	709
735	1970	706
736	1973	704
737	1976	701
738	1979	698
739	1983	696
740	1985	694
741	1987	691
742	1990	688
743	1993	685
744	1995	683
745	1997	680
746	1999	677
747	2001	674
748	2003	671
749	2005	668
750	2008	665
751	2009	662
752	2011	659
753	2013	657
754	2015	654
755	2017	651
756	2020	648
757	2022	645
758	2025	642
759	2027	640
760	2029	637
761	2031	634
762	2040	633
763	2042	630
764	2045	628
765	2047	625
766	2051	623
767	2054	620
768	2057	617
769	2059	615
770	2061	612
771	2064	609
772	2066	606
773	2069	604
774	2071	601
775	2073	598
776	2075	595
777	2077	592
778	2080	590
779	2083	587
780	2086	585
781	2088	582
782	2090	579
783	2092	576
784	2095	573
785	2097	571
786	2099	568
787	2102	565
788	2104	562
789	2106	559
790	2108	557
791	2111	554
792	2113	551
793	2115	548
794	2118	546
795	2120	543
796	2122	540
797	2125	537
798	2127	535
799	2129	532
800	2131	529
801	2133	526
802	2136	524
803	2139	521
804	2142	518
805	2144	516
806	2147	513
807	2149	510
808	2151	507
809	2153	505
810	2156	502
811	2158	499
812	2161	497
813	2163	494
814	2166	491
815	2169	489
816	2172	486
817	2174	483
818	2180	481
819	2183	479
820	2186	476
821	2189	474
822	2191	471
823	2192	468
824	2195	465
825	2197	462
826	2199	460
827	2201	457
828	2203	454
829	2205	451
830	2207	448
831	2209	446
832	2211	443
833	2213	440
834	2214	437
835	2217	434
836	2218	432
837	2220	429
838	2222	426
839	2224	423
840	2226	420
841	2228	418
842	2231	415
843	2233	412
844	2237	410
845	2241	408
846	2244	405
847	2247	402
848	2249	400
849	2251	397
850	2253	394
851	2255	391
852	2258	389
853	2263	386
854	2266	384
855	2269	381
856	2272	379
857	2275	376
858	2278	373
859	2280	371
860	2283	368
861	2290	366
862	2295	364
863	2301	362
864	2308	360
865	2311	357
866	2316	355
867	2333	354
868	2339	352
869	2342	350
870	2346	347
871	2351	345
872	2355	342
873	2362	340
874	2368	338
875	2371	335
876	2375	333
877	2378	330
878	2385	328
879	2388	325
880	2392	323
881	2398	320
882	2424	321
883	2433	319
884	2467	320
885	2471	318
886	2482	316
887	2487	313
888	2492	311
889	2498	308
890	2504	306
891	2511	304
892	2515	301
893	2520	298
894	2523	296
895	2528	293
896	2532	290
897	2537	288
898	2542	285
899	2546	282
900	2555	280
901	2564	278
902	2572	276
903	2575	273
904	2591	272
905	2596	269
906	2611	267
907	2615	264
908	2626	262
909	2631	260
910	2643	258
911	2662	256
912	2670	254
913	2684	252
914	2690	249
915	2700	247
916	2709	245
917	2716	242
918	2721	239
919	2727	237
920	2731	234
921	2735	231
922	2739	228
923	2744	225
924	2747	222
925	2751	219
926	2757	217
927	2761	214
928	2765	211
929	2768	208
930	2772	205
931	2777	202
932	2781	199
933	2818	199
934	2834	197
935	2842	194
936	2847	191
937	2851	188
938	2854	185
939	2859	182
940	2862	179
941	2867	176
942	2871	173
943	2878	170
944	2883	167
945	2888	164
946	2893	161
947	2898	158
948	2902	155
949	2906	152
950	2910	149
951	2915	147
952	2919	143
953	2923	140
954	2927	137
955	2932	134
956	2937	131
957	2948	129
958	2965	126
959	2973	123
960	2977	120
961	2981	117
962	2994	115
963	2999	112
964	3008	109
965	3013	106
966	3022	103
967	3025	100
968	3040	97
969	3045	94
970	3049	91
971	3056	88
972	3068	85
973	3071	81
974	3079	78
975	3087	75
976	3093	72
977	3099	69
978	3118	66
979	3121	63
980	3125	60
981	3128	57
982	3136	54
983	3141	51
984	3151	47
985	3155	44
986	3160	41
987	3168	38
988	3172	35
989	3176	32
990	3180	28
991	3187	25
992	3196	22
993	3203	19
994	3230	16
995	3240	13
996	3245	9
997	3268	6
998	3275	3
999	3280	0
